subject_nr	trial_nb	PW_code_left	PW_code_right	label_left	label_right	chosen_label	chosen_PW_code	chosen_PW	context	contrast	C	V	mode	place	voicing	response_time
28	9	a_occ_bi_NV	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	710.6619857
30	13	a_occ_bi_NV	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	804.2001822
32	7	a_occ_bi_NV	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	854.4759539
36	5	i_occ_bi_NV	a_occ_bi_NV	a_large_animal	a_small_animal	a_large_animal	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	786.4802064
38	8	i_occ_bi_NV	a_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	785.4297389
46	9	i_occ_bi_NV	a_occ_bi_NV	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	431.5618632
50	4	a_occ_bi_NV	i_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	749.8223768
52	10	a_occ_bi_NV	i_occ_bi_NV	a_small_animal	a_large_animal	a_small_animal	a_occ_bi_NV	apap	_p_p	i-a	p	a	plosive	anterior	voiceless	795.8211047
54	10	i_occ_bi_NV	a_occ_bi_NV	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	677.8003722
56	4	i_occ_bi_NV	a_occ_bi_NV	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_NV	ipip	_p_p	i-a	p	i	plosive	anterior	voiceless	925.3641451
2	13	a_occ_bi_V	i_occ_bi_V	a_large_animal	a_small_animal	a_large_animal	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	675.9828213
4	6	i_occ_bi_V	a_occ_bi_V	a_small_animal	a_large_animal	a_large_animal	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	616.1537473
6	7	a_occ_bi_V	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	1143.328164
8	5	a_occ_bi_V	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	633.7889771
10	10	a_occ_bi_V	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	510.4843985
12	13	a_occ_bi_V	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	764.2324684
16	11	a_occ_bi_V	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	669.3372064
20	6	a_occ_bi_V	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	647.9754265
22	6	i_occ_bi_V	a_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	608.856251
24	6	a_occ_bi_V	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	1127.850202
26	10	i_occ_bi_V	a_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	2262.146713
28	5	a_occ_bi_V	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	793.7856399
30	9	a_occ_bi_V	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	1222.220714
32	13	a_occ_bi_V	i_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	435.1050676
36	6	i_occ_bi_V	a_occ_bi_V	a_large_animal	a_small_animal	a_large_animal	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	998.0597142
38	11	i_occ_bi_V	a_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	567.3983793
46	10	a_occ_bi_V	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	566.2890071
50	12	i_occ_bi_V	a_occ_bi_V	a_large_animal	a_small_animal	a_small_animal	i_occ_bi_V	ibib	_b_b	i-a	b	i	plosive	anterior	voiced	2425.446484
52	11	i_occ_bi_V	a_occ_bi_V	a_small_animal	a_large_animal	a_large_animal	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	963.0571459
54	11	a_occ_bi_V	i_occ_bi_V	a_small_animal	a_large_animal	a_small_animal	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	835.3666132
56	5	a_occ_bi_V	i_occ_bi_V	a_small_animal	a_large_animal	a_large_animal	a_occ_bi_V	abab	_b_b	i-a	b	a	plosive	anterior	voiced	585.5113477
1	7	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	864.0587216
3	11	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	644.4111018
5	13	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	1468.105485
7	5	a_nas_alv	a_occ_vel_NV	a_repulsive_animal	an_attractive_animal	an_attractive_animal	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	862.7281419
11	6	a_occ_vel_NV	a_nas_alv	an_attractive_animal	a_repulsive_animal	an_attractive_animal	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	592.9886164
13	5	a_nas_alv	a_occ_vel_NV	a_repulsive_animal	an_attractive_animal	an_attractive_animal	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	1112.350388
17	12	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	867.7068076
19	5	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	912.0456694
21	8	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	1894.955054
23	9	a_nas_alv	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	910.4042128
25	12	a_nas_alv	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	613.0386878
29	4	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	979.0427904
31	11	a_nas_alv	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	541.5197809
35	7	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	an_attractive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	1008.757615
37	9	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	764.6564537
39	7	a_occ_vel_NV	a_nas_alv	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	3011.926867
43	12	a_nas_alv	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	a_occ_vel_NV	akak	a_a_	n-k	k	a	plosive	posterior	voiceless	767.5293977
45	6	a_occ_vel_NV	a_nas_alv	a_repulsive_animal	an_attractive_animal	an_attractive_animal	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	794.9009039
47	11	a_nas_alv	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	555.8066444
49	13	a_nas_alv	a_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_nas_alv	anan	a_a_	n-k	n	a	sonorant	medium	voiced	657.2189247
2	7	i_occ_vel_NV	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	664.9620856
4	11	a_occ_vel_NV	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	652.7134026
6	6	a_occ_vel_NV	i_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	776.1504101
8	6	a_occ_vel_NV	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	512.1073151
10	9	i_occ_vel_NV	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	422.9624485
12	11	i_occ_vel_NV	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	1045.28308
16	5	a_occ_vel_NV	i_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	488.6875896
20	5	i_occ_vel_NV	a_occ_vel_NV	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	665.3881757
22	11	a_occ_vel_NV	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	629.0265017
24	5	i_occ_vel_NV	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	1120.543435
26	8	i_occ_vel_NV	a_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	1511.117078
28	10	a_occ_vel_NV	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	806.3673817
30	5	a_occ_vel_NV	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	624.9556363
32	8	a_occ_vel_NV	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	853.8622596
36	8	a_occ_vel_NV	i_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	699.228482
38	5	i_occ_vel_NV	a_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	710.7033001
46	5	i_occ_vel_NV	a_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	699.8541215
50	6	a_occ_vel_NV	i_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	831.3051849
52	6	a_occ_vel_NV	i_occ_vel_NV	an_attractive_animal	a_repulsive_animal	an_attractive_animal	i_occ_vel_NV	ikik	_k_k	i-a	k	i	plosive	posterior	voiceless	726.0924596
54	8	a_occ_vel_NV	i_occ_vel_NV	an_attractive_animal	a_repulsive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	726.1003898
56	9	i_occ_vel_NV	a_occ_vel_NV	a_repulsive_animal	an_attractive_animal	a_repulsive_animal	a_occ_vel_NV	akak	_k_k	i-a	k	a	plosive	posterior	voiceless	547.8999862
1	1	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	946.501029
2	2	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	715.8783614
3	2	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_large_animal	y_fric_alv_V	yzyz			z	y	z	z	z	3004.200977
4	0	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	2608.104055
5	0	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	824.5783463
6	0	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	1840.471142
7	2	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	931.8696184
8	0	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	3010.906185
10	2	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_large_animal	y_fric_alv_V	yzyz			z	y	z	z	z	492.4561859
11	1	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	2502.021859
12	1	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	2573.16533
13	1	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	1077.394779
16	3	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	1187.012165
17	3	y_fric_alv_V	a_occ_vel_V	a_small_animal	a_large_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	1219.166572
19	3	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	1002.820405
20	2	y_fric_alv_V	a_occ_vel_V	a_small_animal	a_large_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	644.0025585
21	0	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	1766.89429
22	1	y_fric_alv_V	a_occ_vel_V	a_small_animal	a_large_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	3007.741464
23	1	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	756.1466889
24	0	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	3011.190576
25	2	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	660.0930048
26	2	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	1955.409854
28	2	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	3019.116116
29	0	y_fric_alv_V	a_occ_vel_V	a_small_animal	a_large_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	3011.310093
30	1	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_large_animal	y_fric_alv_V	yzyz			z	y	z	z	z	2990.301567
31	3	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	443.3634565
32	3	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	889.4870203
35	3	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_large_animal	y_fric_alv_V	yzyz			z	y	z	z	z	968.4873134
36	1	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	3018.016812
37	2	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	1396.248037
38	0	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	3012.56277
39	3	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	846.9369768
43	2	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	586.887363
45	2	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	3010.53502
46	1	a_occ_vel_V	y_fric_alv_V	a_large_animal	a_small_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	3004.134933
47	1	y_fric_alv_V	a_occ_vel_V	a_small_animal	a_large_animal	a_small_animal	y_fric_alv_V	yzyz			z	y	z	z	z	493.4707242
49	2	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_large_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	540.0397745
50	0	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	2642.357345
52	3	a_occ_vel_V	y_fric_alv_V	a_small_animal	a_large_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	954.4108664
54	3	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_large_animal	y_fric_alv_V	yzyz			z	y	z	z	z	1043.113836
56	0	y_fric_alv_V	a_occ_vel_V	a_large_animal	a_small_animal	a_small_animal	a_occ_vel_V	agag			g	a	plosive	posterior	voiced	3004.020842
2	11	i_occ_alv_NV	i_fric_alv_NV	a_bird	a_fish	a_bird	i_occ_alv_NV	itit	i	t-s	t	i	plosive	medium	voiceless	535.2827093
4	13	i_fric_alv_NV	i_occ_alv_NV	a_bird	a_fish	a_bird	i_occ_alv_NV	itit	i	t-s	t	i	plosive	medium	voiceless	605.9444699
6	13	i_fric_alv_NV	i_occ_alv_NV	a_bird	a_fish	a_fish	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	717.9896096
8	4	i_fric_alv_NV	i_occ_alv_NV	a_bird	a_fish	a_bird	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	421.3640312
10	6	i_occ_alv_NV	i_fric_alv_NV	a_bird	a_fish	a_bird	i_occ_alv_NV	itit	i	t-s	t	i	plosive	medium	voiceless	538.4378286
12	5	i_occ_alv_NV	i_fric_alv_NV	a_bird	a_fish	a_fish	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	954.5262223
16	10	i_fric_alv_NV	i_occ_alv_NV	a_fish	a_bird	a_bird	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	567.3139572
20	10	i_occ_alv_NV	i_fric_alv_NV	a_fish	a_bird	a_bird	i_occ_alv_NV	itit	i	t-s	t	i	plosive	medium	voiceless	663.6576606
22	12	i_occ_alv_NV	i_fric_alv_NV	a_bird	a_fish	a_bird	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	431.0922606
24	12	i_occ_alv_NV	i_fric_alv_NV	a_fish	a_bird	a_fish	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	1654.20687
26	12	i_fric_alv_NV	i_occ_alv_NV	a_bird	a_fish	a_fish	i_occ_alv_NV	itit	i	t-s	t	i	plosive	medium	voiceless	790.9347761
28	4	i_fric_alv_NV	i_occ_alv_NV	a_fish	a_bird	a_bird	i_occ_alv_NV	itit	i	t-s	t	i	plosive	medium	voiceless	716.8722405
30	10	i_occ_alv_NV	i_fric_alv_NV	a_bird	a_fish	a_bird	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	560.0210959
32	12	i_occ_alv_NV	i_fric_alv_NV	a_bird	a_fish	a_fish	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	596.7828892
36	10	i_fric_alv_NV	i_occ_alv_NV	a_bird	a_fish	a_bird	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	1760.2386
38	7	i_occ_alv_NV	i_fric_alv_NV	a_bird	a_fish	a_bird	i_occ_alv_NV	itit	i	t-s	t	i	plosive	medium	voiceless	1127.472492
46	13	i_fric_alv_NV	i_occ_alv_NV	a_bird	a_fish	a_bird	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	550.2932518
50	5	i_fric_alv_NV	i_occ_alv_NV	a_bird	a_fish	a_bird	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	1986.942878
52	5	i_occ_alv_NV	i_fric_alv_NV	a_fish	a_bird	a_bird	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	915.4223702
54	7	i_fric_alv_NV	i_occ_alv_NV	a_fish	a_bird	a_fish	i_occ_alv_NV	itit	i	t-s	t	i	plosive	medium	voiceless	554.162404
56	12	i_fric_alv_NV	i_occ_alv_NV	a_fish	a_bird	a_fish	i_fric_alv_NV	isis	i	t-s	s	i	fricative	medium	voiceless	1293.852204
1	3	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	706.2530955
2	3	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	2626.986765
3	1	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	3007.114082
4	2	y_occ_bi_NV	i_fric_ld_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_fric_ld_NV	ifif			f	i	f	f	f	3001.04354
5	1	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	796.816276
6	1	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	612.0726187
7	0	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	3002.766771
8	3	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	506.9339789
10	1	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	373.1430153
11	3	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_fric_ld_NV	ifif			f	i	f	f	f	876.281581
12	3	y_occ_bi_NV	i_fric_ld_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	1051.912141
13	3	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	i_fric_ld_NV	ifif			f	i	f	f	f	1002.745583
16	1	y_occ_bi_NV	i_fric_ld_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	732.867338
17	2	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	880.1087771
19	0	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	3004.31917
20	3	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	666.6336698
21	3	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	1571.397403
22	2	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_harmless_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	940.5380852
23	0	i_fric_ld_NV	y_occ_bi_NV	a_dangerous_animal	a_harmless_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	2722.022071
24	2	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	2616.293791
25	3	y_occ_bi_NV	i_fric_ld_NV	a_dangerous_animal	a_harmless_animal	a_harmless_animal	i_fric_ld_NV	ifif			f	i	f	f	f	691.2018853
26	0	i_fric_ld_NV	y_occ_bi_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	y_occ_bi_NV	ypyp			p	y	plosive	anterior	voiceless	3007.444823
28	3	y_occ_bi_NV	i_fric_ld_NV	a_harmless_animal	a_dangerous_animal	a_dangerous_animal	i_fric_ld_NV	ifif			f	i	f	f	f	3005.204457
